# release: http://purl.obolibrary.org/obo/foodon/releases/2026-09-20/foodon.owl
# source: https://raw.githubusercontent.com/FoodOntology/foodon/cd73540243a84bcd511a500d9a497d12d7dc02f6/foodon.owl
# sha256: b897bf64c1b265c422db9ee01e1235c10c0b809e7f02326ef810a52068347edf
class	label
FOODON_03400362	acid (codex)
FOODON_03400363	acidifier (codex)
FOODON_03400364	alkali (codex)
FOODON_03400365	antibleaching agent (codex)
FOODON_03400366	antibrowning agent (codex)
FOODON_03400367	anticaking agent (codex)
FOODON_03400368	antifoaming agent (codex)
FOODON_03400369	antimicrobial preservative (codex)
FOODON_03400370	antimould and antitrope agent (codex)
FOODON_03400371	antioxidant (codex)
FOODON_03400372	antioxidant synergist (codex)
FOODON_03400373	antioxidants solubilizer (codex)
FOODON_03400374	antitrope agent (codex)
FOODON_03400375	antispattering agent (codex)
FOODON_03400376	binder (codex)
FOODON_03400377	bleaching agent (codex)
FOODON_03400378	bodying agent (codex)
FOODON_03400379	brown salt: nutrient, dietary supplement (codex)
FOODON_03400380	buffering agent (codex)
FOODON_03400381	bulking agent (codex)
FOODON_03400382	carbonating agent (codex)
FOODON_03400383	carrier (codex)
FOODON_03400384	carrier solvent (codex)
FOODON_03400385	chewing gum base (codex)
FOODON_03400386	clarifying agent (codex)
FOODON_03400387	cloud producing agent (codex)
FOODON_03400388	cloud producing agent in non-alcoholic beverages (codex)
FOODON_03400389	colloidal stabilizers (codex)
FOODON_03400390	colour adjunct (codex)
FOODON_03400391	colour fixative (codex)
FOODON_03400392	colour retention agent (codex)
FOODON_03400393	colour stabilizer (codex)
FOODON_03400394	contaminant (codex)
FOODON_03400395	decolourizing agent (codex)
FOODON_03400396	defoaming agent (codex)
FOODON_03400397	density adjusting agent (codex)
FOODON_03400398	dietary supplement (codex)
FOODON_03400399	diluent of colour and other food additives (codex)
FOODON_03400400	dispersing agent (codex)
FOODON_03400401	dough conditioner (codex)
FOODON_03400402	drying agent (codex)
FOODON_03400403	dusting powder (codex)
FOODON_03400404	emulsifier (codex)
FOODON_03400405	emulsion stabilizer (codex)
FOODON_03400406	enzyme preparation (codex)
FOODON_03400407	extraction solvent (codex)
FOODON_03400408	filler (codex)
FOODON_03400409	filtering aid (codex)
FOODON_03400410	firming agent (codex)
FOODON_03400411	flavour adjunct (codex)
FOODON_03400412	flavour enhancer (codex)
FOODON_03400413	flavouring agent (codex)
FOODON_03400414	flavours solubilizer (codex)
FOODON_03400415	flour treatment agent (codex)
FOODON_03400416	foaming agent (codex)
FOODON_03400417	food colour (codex)
FOODON_03400418	food preservative (codex)
FOODON_03400419	formulation agent (codex)
FOODON_03400420	formulation aid (codex)
FOODON_03400421	freezant (codex)
FOODON_03400422	fumigant (codex)
FOODON_03400423	fungicidal preservative (codex)
FOODON_03400424	fungistatic agent (codex)
FOODON_03400425	humectant (codex)
FOODON_03400426	gelling agent (codex)
FOODON_03400427	green: nutrient, diet supplement, anti-caking agent (codex)
FOODON_03400428	leavening agent (codex)
FOODON_03400429	liquid freezant (codex)
FOODON_03400430	moisture retaining agent (codex)
FOODON_03400431	neutralizing agent (codex)
FOODON_03400432	nutrient (codex)
FOODON_03400433	odour removing agent (codex)
FOODON_03400434	oxidizing agent (codex)
FOODON_03400435	packing gas (codex)
FOODON_03400436	propellant (codex)
FOODON_03400437	release agent (codex)
FOODON_03400438	residue (codex)
FOODON_03400439	salt substitute (codex)
FOODON_03400440	sealing agent (codex)
FOODON_03400441	seasoning agent (codex)
FOODON_03400442	sequestrant (codex)
FOODON_03400443	stabilizer (codex)
FOODON_03400444	suspending agent (codex)
FOODON_03400445	sweetening agent (codex)
FOODON_03400446	tableting aid (codex)
FOODON_03400447	taste removing agent (codex)
FOODON_03400448	texturizer (codex)
FOODON_03400449	thickening agent (codex)
FOODON_03400450	wetting agent (codex)
FOODON_03400451	yeast food (codex)
FOODON_03400452	CIAA dairy products
FOODON_03400453	CIAA fats and oils
FOODON_03400454	CIAA edible ices
FOODON_03400455	CIAA fruits and vegetables
FOODON_03400456	CIAA confectionary
FOODON_03400457	CIAA cereals and cereal products
FOODON_03400458	CIAA bakery wares
FOODON_03400459	CIAA meat and meat products
FOODON_03400460	CIAA fish and fish products
FOODON_03400461	CIAA egg and egg products
FOODON_03400462	CIAA sugar and honey
FOODON_03400463	CIAA salts and spices, soups, sauces and salads, protein products etc.
FOODON_03400464	CIAA foodstuffs intended for particular nutritional uses
FOODON_03400465	CIAA beverages
FOODON_03400466	CIAA ready-to-eat savories
FOODON_03400467	CIAA other foods
FOODON_03400626	CCFAC dairy products, excluding fats and oils, fat emulsions
FOODON_03400627	CCFAC fats and oils, and fat emulsions (type water-in-oil)
FOODON_03400628	CCFAC edible ices, including sherbet and sorbet
FOODON_03400629	CCFAC fruits and vegetables
FOODON_03400630	CCFAC confectionary
FOODON_03400631	CCFAC cereals and cereal products
FOODON_03400632	CCFAC bakery wares
FOODON_03400633	CCFAC meat and meat products
FOODON_03400634	CCFAC fish and fish products
FOODON_03400635	CCFAC egg and egg products
FOODON_03400636	CCFAC sweeteners
FOODON_03400637	CCFAC salts and spices, soups, sauces and salads, protein products etc.
FOODON_03400638	CCFAC foodstuffs intended for particular nutritional uses
FOODON_03400639	CCFAC beverages, excluding dairy products
FOODON_03400640	CCFAC ready-to-eat savories
FOODON_03400641	CCFAC composite foods
FOODON_03400642	eurocode 2 food classification
FOODON_03400643	Codex Alimentarius classification of food and feed commodities
FOODON_03400644	a.  primary food commodities of plant origin (ccpr)
FOODON_03400645	b.  primary food commodities of animal origin (ccpr)
FOODON_03400646	c.  primary feed commodities (ccpr)
FOODON_03400647	d.  processed food of plant origin (ccpr)
FOODON_03400648	e.  processed food of animal origin (ccpr)
FOODON_03400649	01  fruits (ccpr)
FOODON_03400650	02  vegetables (ccpr)
FOODON_03400651	03  grasses (ccpr)
FOODON_03400652	04  nuts and seeds (ccpr)
FOODON_03400653	05  herbs and spices (ccpr)
FOODON_03400654	06  mammalian products (ccpr)
FOODON_03400655	07  poultry products (ccpr)
FOODON_03400656	08  aquatic animal products (ccpr)
FOODON_03400657	09  amphibians and reptiles (ccpr)
FOODON_03400658	10  invertebrate animals (ccpr)
FOODON_03400659	11  primary food commodities of plant origin (ccpr)
FOODON_03400660	12  secondary food commodities of plant origin (ccpr)
FOODON_03400661	13  derived products of plant origin (ccpr)
FOODON_03400662	14  manufactured foods (single ingredient) of plant origin (ccpr)
FOODON_03400663	15  manufactured foods (multi-ingredient) of plant origin (ccpr)
FOODON_03400664	16  secondary food commodities of animal origin (ccpr)
FOODON_03400665	17  derived edible products of animal origin (ccpr)
FOODON_03400666	18  manufactured food (single-ingredient) of animal origin (ccpr)
FOODON_03400667	19  manufactured food (multi-ingredient) of animal origin (ccpr)
FOODON_03400668	001  citrus fruits (fc) (ccpr)
FOODON_03400669	002  pome fruits (fp) (ccpr)
FOODON_03400670	003  stone fruits (fs) (ccpr)
FOODON_03400671	004  berries and other small fruits (fb) (ccpr)
FOODON_03400672	005  assorted tropical and sub-tropical fruit - edible peel (ft) (ccpr)
FOODON_03400673	006  assorted tropical and sub-tropical fruit - inedible peel (fi) (ccpr)
FOODON_03400674	009  bulb vegetables (va) (ccpr)
FOODON_03400675	010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)
FOODON_03400676	011  fruiting vegetables, cucurbits (vc) (ccpr)
FOODON_03400677	012  fruiting vegetables, other than cucurbits (vo) (ccpr)
FOODON_03400678	013  leafy vegetables (including brassica leafy vegetables) (vl) (ccpr)
FOODON_03400679	014  legume vegetables (vp) (ccpr)
FOODON_03400680	015  pulses (vd) (ccpr)
FOODON_03400681	016  root and tuber vegetables (vr) (ccpr)
FOODON_03400682	017  stalk and stem vegetables (vs) (ccpr)
FOODON_03400683	020  cereal grains (gc) (ccpr)
FOODON_03400684	021  grasses for sugar and syrup production (gs) (ccpr)
FOODON_03400685	022  tree nuts (tn) (ccpr)
FOODON_03400686	023  oilseed (so) (ccpr)
FOODON_03400687	024  seed for beverages and sweets (sb) (ccpr)
FOODON_03400688	027  herbs (hh) (ccpr)
FOODON_03400689	028  spices (hs) (codex)
FOODON_03400690	european food groups (efg)
FOODON_03400691	01  bread and rolls (efg)
FOODON_03400692	02  breakfast cereals (efg)
FOODON_03400693	03  flour (efg)
FOODON_03400694	04  pasta (efg)
FOODON_03400695	05  bakery products (efg)
FOODON_03400696	06  rice and other cereal products (efg)
FOODON_03400697	07  sugar (efg)
FOODON_03400698	08  sugar products, excluding chocolate (efg)
FOODON_03400699	09  chocolate (efg)
FOODON_03400700	10  vegetable oils (efg)
FOODON_03400701	11  margarine and lipids of mixed origin (efg)
FOODON_03400702	12  butter and animal fats (efg)
FOODON_03400703	13  nuts (efg)
FOODON_03400704	14  pulses (efg)
FOODON_03400705	15  vegetables, excluding potatoes (efg)
FOODON_03400706	16  starchy roots and potatoes (efg)
FOODON_03400707	17  fruits (efg)
FOODON_03400708	18  fruit juices (efg)
FOODON_03400709	19  non-alcoholic beverages (efg)
FOODON_03400710	20  coffee, tea, cocoa powder (efg)
FOODON_03400711	21  beer (efg)
FOODON_03400712	22  wine (efg)
FOODON_03400713	23  other alcoholic beverages (efg)
FOODON_03400714	24  red meat and meat products (efg)
FOODON_03400715	25  poultry and poultry products (efg)
FOODON_03400716	26  offals (efg)
FOODON_03400717	27  fish and seafood (efg)
FOODON_03400718	28  eggs (efg)
FOODON_03400719	29  milk (efg)
FOODON_03400720	30  cheese (efg)
FOODON_03400721	31  other milk products (efg)
FOODON_03400722	32  miscellaneous foods (efg)
FOODON_03400723	33  products for special nutritional use (efg)
FOODON_03400724	01  milk and milk products (eurocode2)
FOODON_03400725	02  egg and egg products (eurocode2)
FOODON_03400726	03  meat and meat products (eurocode2)
FOODON_03400727	04  fish and fish products (eurocode2)
FOODON_03400728	05  fats and oils (eurocode2)
FOODON_03400729	06  grains and grain products (eurocode2)
FOODON_03400730	07  pulses, seeds, kernels, nuts and products (eurocode2)
FOODON_03400731	08  vegetables and vegetable products (eurocode2)
FOODON_03400732	09  fruit and fruit products (eurocode2)
FOODON_03400733	10  sugar, chocolate and related products (eurocode2)
FOODON_03400734	11  beverages (non-milk) (eurocode2)
FOODON_03400735	12  miscellaneous foods (eurocode2)
FOODON_03400736	13  products for special nutritional use (eurocode2)
FOODON_03400737	030  meat (from mammals other than marine mammals) (mm) (ccpr)
FOODON_03400738	031  mammalian fats (mf) (ccpr)
FOODON_03400739	032  edible offal (mammalian) (mo) (ccpr)
FOODON_03400740	033  milks (ml) (ccpr)
FOODON_03400741	036  poultry meat (including pigeon meat) (pm) (ccpr)
FOODON_03400742	037  poultry fats (pf) (ccpr)
FOODON_03400743	038 - poultry, edible offal of (po) (ccpr)
FOODON_03400744	039  eggs (pe) (ccpr)
FOODON_03400745	040  freshwater fish (wf) (ccpr)
FOODON_03400746	041  diadromoous fish (wd) (ccpr)
FOODON_03400747	042  marine fish (ws) (ccpr)
FOODON_03400748	043  fish roe (including milt = soft roe) and edible offal of fish (wr) (ccpr)
FOODON_03400749	044  marine mammals (wm) (ccpr)
FOODON_03400750	045  crustaceans (wc) (ccpr)
FOODON_03400751	048  frogs, lizards, snakes and turtles (ar) (ccpr)
FOODON_03400752	049  molluscs (including cephalopods) and other invertebrate animals (im) (ccpr)
FOODON_03400753	050  legume animal feeds (al) (ccpr)
FOODON_03400754	051  straw, fodder and forage of cereal grains and grasses, except grasses for sugar production (including buckwheat fooder) (as/af) (ccpr)
FOODON_03400755	052  miscellaneous fodder and forage crops (am) (ccpr)
FOODON_03400756	055  dried fruits (df) (ccpr)
FOODON_03400757	056  dried vegetables (dv) (ccpr)
FOODON_03400758	057 dried herbs (dh) (ccpr)
FOODON_03400759	058  milled cereal products (early milling stages) (cm) (ccpr)
FOODON_03400760	059  miscellaneaous secondary food commodities of plant origin (sm) (ccpr)
FOODON_03400761	065  cereal grain milling fractions (cf) (ccpr)
FOODON_03400762	066  teas (dt) (ccpr)
FOODON_03400763	067  vegetable oils, crude (oc) (ccpr)
FOODON_03400764	068  vegetable oils, edible (or refined) (or) (ccpr)
FOODON_03400765	069  miscellaneous derived edible products of plant origin (dm) (ccpr)
FOODON_03400766	070  fruit juices (jf) (ccpr)
FOODON_03400767	071  by-products, used for animal feeding purposes, derived from fruit and vegetable processing (ab) (ccpr)
FOODON_03400768	078  manufactured multi-ingredient cereal products (cp) (ccpr)
FOODON_03400769	080  dried meat and fish products (md) (ccpr)
FOODON_03400770	082  secondary milk products (ls) (ccpr)
FOODON_03400771	084  crustaceans, processed (sc) (ccpr)
FOODON_03400772	085  animal fats, processed (fa) (ccpr)
FOODON_03400773	086  milk fats (fm) (ccpr)
FOODON_03400774	087  derived milk products (ld) (ccpr)
FOODON_03400775	090  manufactured milk products (single ingredient) of animal origin (li) (ccpr)
FOODON_03400776	092  manufactured milk products (multi-ingredient) of animal origin (lm) (ccpr)
FOODON_03400777	eurofir food classification
FOODON_03400778	milk, milk product or milk substitute (eurofir)
FOODON_03400779	milk (eurofir)
FOODON_03400780	liquid milk (eurofir)
FOODON_03400781	processed milk (eurofir)
FOODON_03400782	cream (eurofir)
FOODON_03400783	fermented milk product (eurofir)
FOODON_03400784	cheese (eurofir)
FOODON_03400785	cured cheese (eurofir)
FOODON_03400786	uncured cheese (eurofir)
FOODON_03400787	processed cheese (eurofir)
FOODON_03400788	imitation milk products (eurofir)
FOODON_03400789	frozen dairy dessert (eurofir)
FOODON_03400790	egg or egg product (eurofir)
FOODON_03400791	fresh or processed egg (eurofir)
FOODON_03400792	egg dish (eurofir)
FOODON_03400793	meat or meat product (eurofir)
FOODON_03400794	red meat (eurofir)
FOODON_03400795	poultry meat (eurofir)
FOODON_03400796	offal (eurofir)
FOODON_03400797	preserved meat (eurofir)
FOODON_03400798	sausage or similar meat product (eurofir)
FOODON_03400799	meat dish (eurofir)
FOODON_03400800	meat analogue (eurofir)
FOODON_03400801	seafood or related product (eurofir)
FOODON_03400802	fish or related organism (eurofir)
FOODON_03400803	seafood product (eurofir)
FOODON_03400804	seafood dish (eurofir)
FOODON_03400805	fat or oil (eurofir)
FOODON_03400806	vegetable fat or oil (eurofir)
FOODON_03400807	margarine or lipid of mixed origin (eurofir)
FOODON_03400808	butter or other animal fat (eurofir)
FOODON_03400809	butter (eurofir)
FOODON_03400810	other animal fats (eurofir)
FOODON_03400811	fish oils (eurofir)
FOODON_03400812	grain or grain product (eurofir)
FOODON_03400813	cereal or cereal-like milling products and derivatives (eurofir)
FOODON_03400814	rice or other grain (eurofir)
FOODON_03400815	pasta and similar products (eurofir)
FOODON_03400816	breakfast cereal (eurofir)
FOODON_03400817	bread and similar products (eurofir)
FOODON_03400818	leavened bread (eurofir)
FOODON_03400819	unleavened bread, crisp bread and rusk (eurofir)
FOODON_03400820	bread product (eurofir)
FOODON_03400821	fine bakery ware (eurofir)
FOODON_03400822	savoury cereal dish (eurofir)
FOODON_03400823	nut, seed or kernel (eurofir)
FOODON_03400824	nut or seed product (eurofir)
FOODON_03400825	vegetable or vegetable product (eurofir)
FOODON_03400826	vegetable (excluding potato) (eurofir)
FOODON_03400827	vegetable product (eurofir)
FOODON_03400828	vegetable dish (eurofir)
FOODON_03400829	starchy root or potato (eurofir)
FOODON_03400830	potato dish (eurofir)
FOODON_03400831	pulse or pulse product (eurofir)
FOODON_03400832	pulse dish (eurofir)
FOODON_03400833	fruit or fruit product (eurofir)
FOODON_03400834	processed fruit product (eurofir)
FOODON_03400835	sugar or sugar product (eurofir)
FOODON_03400836	sugar, honey or syrup (eurofir)
FOODON_03400837	jam or marmalade (eurofir)
FOODON_03400838	non-chocolate confectionery or other sugar product (eurofir)
FOODON_03400839	chocolate or chocolate product (eurofir)
FOODON_03400840	beverage (non-milk) (eurofir)
FOODON_03400841	juice or nectar (eurofir)
FOODON_03400842	non alcoholic beverage (eurofir)
FOODON_03400843	soft drink (eurofir)
FOODON_03400844	water (eurofir)
FOODON_03400845	coffee, tea, cocoa or infusion (eurofir)
FOODON_03400846	alcoholic beverage (eurofir)
FOODON_03400847	beer or beer-like beverage (eurofir)
FOODON_03400848	cider, perry or similar drink (eurofir)
FOODON_03400849	wine, fortified wine or wine-like beverage (eurofir)
FOODON_03400850	liqueur or spirits (eurofir)
FOODON_03400851	alcoholic mixed drink (eurofir)
FOODON_03400852	miscellaneous food product (eurofir)
FOODON_03400853	spice, condiment or other ingredient (eurofir)
FOODON_03400854	baking ingredient (eurofir)
FOODON_03400855	flavouring or essence (eurofir)
FOODON_03400856	seasoning or extract (eurofir)
FOODON_03400857	herb or spice (eurofir)
FOODON_03400858	condiment (eurofir)
FOODON_03400859	dressing, mayonnaise (eurofir)
FOODON_03400860	chutney or pickle (eurofir)
FOODON_03400861	prepared food product (eurofir)
FOODON_03400862	savoury sauce (eurofir)
FOODON_03400863	dessert sauce (eurofir)
